RK,Team,REC,PTS,TREND,Last Week,Next Week,link,name,Week,Poll Type,Rank
10,OSUOhio State(2),0-0,741,NR, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/194.png&w=40&h=40,Ohio State,4,Coaches Poll,10
11,TA&MTexas A&M,0-0,651,1, - ,"vs Vanderbilt<span class=""green""> W </span>17-12 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/245.png&w=40&h=40,Texas A&M,4,Coaches Poll,11
12,UNCNorth Carolina,1-0,563,1, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&w=40&h=40,North Carolina,4,Coaches Poll,12
13,PSUPenn State,0-0,536,NR, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/213.png&w=40&h=40,Penn State,4,Coaches Poll,13
14,MIAMIMiami,2-0,500,4,"@ #16 Louisville<span class=""green""> W </span>47-34 ","vs Florida State<span class=""green""> W </span>52-10 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png&w=40&h=40,Miami,4,Coaches Poll,14
15,UCFUCF,1-0,497,2,"@ Georgia Tech<span class=""green""> W </span>49-21 ","@ East Carolina<span class=""green""> W </span>51-28 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2116.png&w=40&h=40,UCF,4,Coaches Poll,15
16,CINCincinnati,1-0,416,2,"vs Austin Peay<span class=""green""> W </span>55-20 ","vs Army<span class=""green""> W </span>24-10 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2132.png&w=40&h=40,Cincinnati,4,Coaches Poll,16
17,WISCWisconsin,0-0,411,NR, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&w=40&h=40,Wisconsin,4,Coaches Poll,17
18,OKSTOklahoma State,1-0,315,6,"vs Tulsa<span class=""green""> W </span>16-7 ","vs West Virginia<span class=""green""> W </span>27-13 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/197.png&w=40&h=40,Oklahoma State,4,Coaches Poll,18
19,MICHMichigan,0-0,287,NR, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/130.png&w=40&h=40,Michigan,4,Coaches Poll,19
20,MEMMemphis,1-0,269,5, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/235.png&w=40&h=40,Memphis,4,Coaches Poll,20
21,TENNTennessee,0-0,266,4, - ,"@ South Carolina<span class=""green""> W </span>31-27 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2633.png&w=40&h=40,Tennessee,4,Coaches Poll,21
22,MINNMinnesota,0-0,178,NR, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png&w=40&h=40,Minnesota,4,Coaches Poll,22
23,BYUBYU,1-0,177,1, - ,"vs Troy<span class=""green""> W </span>48-7 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/252.png&w=40&h=40,BYU,4,Coaches Poll,23
24,VTVirginia Tech,0-0,167,5, - ,"vs NC State<span class=""green""> W </span>45-24 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/259.png&w=40&h=40,Virginia Tech,4,Coaches Poll,24
25,ULLouisiana,2-0,158,4,"@ Georgia State<span class=""green""> W </span>34-31 ","vs Georgia Southern<span class=""green""> W </span>20-18 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/309.png&w=40&h=40,Louisiana,4,Coaches Poll,25
1,CLEMClemson(42),2-0,1194,-, - ,"vs Virginia<span class=""green""> W </span>41-23 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/228.png&w=40&h=40,Clemson,5,Coaches Poll,1
2,ALAAlabama(4),1-0,1144,-,"@ Missouri<span class=""green""> W </span>38-19 ","vs #13 Texas A&M<span class=""green""> W </span>52-24 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/333.png&w=40&h=40,Alabama,5,Coaches Poll,2
3,FLAFlorida,1-0,1038,3,"@ Ole Miss<span class=""green""> W </span>51-35 ","vs South Carolina<span class=""green""> W </span>38-24 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/57.png&w=40&h=40,Florida,5,Coaches Poll,3
4,UGAGeorgia,1-0,1006,1,"@ Arkansas<span class=""green""> W </span>37-10 ","vs #7 Auburn<span class=""green""> W </span>27-6 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/61.png&w=40&h=40,Georgia,5,Coaches Poll,4
5,NDNotre Dame,2-0,971,2, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&w=40&h=40,Notre Dame,5,Coaches Poll,5
6,OSUOhio State(2),0-0,890,4, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/194.png&w=40&h=40,Ohio State,5,Coaches Poll,6
7,AUBAuburn,1-0,889,1,"vs Kentucky<span class=""green""> W </span>29-13 ","@ #4 Georgia<span class=""red""> L </span>27-6 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2.png&w=40&h=40,Auburn,5,Coaches Poll,7
8,MIAMIMiami,3-0,795,6,"vs Florida State<span class=""green""> W </span>52-10 ", - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png&w=40&h=40,Miami,5,Coaches Poll,8
9,TEXTexas,2-0,745,-,"@ Texas Tech<span class=""green""> W </span>63-56 ","vs TCU<span class=""red""> L </span>33-31 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/251.png&w=40&h=40,Texas,5,Coaches Poll,9
10,PSUPenn State,0-0,589,3, - , - ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/213.png&w=40&h=40,Penn State,5,Coaches Poll,10
11,UNCNorth Carolina,1-0,578,1, - ,"@ Boston College<span class=""green""> W </span>26-22 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&w=40&h=40,North Carolina,5,Coaches Poll,11
12,UCFUCF,2-0,577,3,"@ East Carolina<span class=""green""> W </span>51-28 ","vs Tulsa<span class=""red""> L </span>34-26 ",https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2116.png&w=40&h=40,UCF,5,Coaches Poll,12
